Enriched.GO.IDs	Enriched.GO.names	Network.Region.name	ORF.ID	Gene.ID
GO:0006260	DNA replication	DNA replication & repair	YGR103W	NOP7
GO:0006310	DNA recombination	DNA replication & repair	YLR394W	CST9
GO:0006310	DNA recombination	DNA replication & repair	YDR363W	ESC2
GO:0006310	DNA recombination	DNA replication & repair	YHR153C	SPO16
GO:0006310	DNA recombination	DNA replication & repair	YOR290C	SNF2
GO:0006310	DNA recombination	DNA replication & repair	YDL083C	RPS16B
GO:0006310	DNA recombination	DNA replication & repair	Q0070	AI5_ALPHA
GO:0006310	DNA recombination	DNA replication & repair	YNL339C	YRF1-6
GO:0006310	DNA recombination	DNA replication & repair	YOR368W	RAD17
GO:0006310	DNA recombination	DNA replication & repair	YBR073W	RDH54
GO:0006310	DNA recombination	DNA replication & repair	YGL201C	MCM6
GO:0006310	DNA recombination	DNA replication & repair	YER092W	IES5
GO:0006310	DNA recombination	DNA replication & repair	YOL068C	HST1
GO:0006310	DNA recombination	DNA replication & repair	YOL115W	PAP2
GO:0006310	DNA recombination	DNA replication & repair	YGL250W	RMR1
GO:0006310	DNA recombination	DNA replication & repair	YGL058W	RAD6
GO:0006310	DNA recombination	DNA replication & repair	YER173W	RAD24
GO:0006310	DNA recombination	DNA replication & repair	YDR386W	MUS81
GO:0006310	DNA recombination	DNA replication & repair	YDR113C	PDS1
GO:0006310	DNA recombination	DNA replication & repair	YGL113W	SLD3
GO:0006310	DNA recombination	DNA replication & repair	YJL090C	DPB11
GO:0006310	DNA recombination	DNA replication & repair	YGL251C	HFM1
GO:0006310	DNA recombination	DNA replication & repair	YML062C	MFT1
GO:0006310	DNA recombination	DNA replication & repair	YLR052W	IES3
GO:0006310	DNA recombination	DNA replication & repair	YGL033W	HOP2
GO:0006310	DNA recombination	DNA replication & repair	YJL173C	RFA3
GO:0006310	DNA recombination	DNA replication & repair	YER095W	RAD51
GO:0006310	DNA recombination	DNA replication & repair	YMR080C	NAM7
GO:0006310	DNA recombination	DNA replication & repair	YLR357W	RSC2
GO:0006310	DNA recombination	DNA replication & repair	YML032C	RAD52
GO:0006310	DNA recombination	DNA replication & repair	YDR014W-A	HED1
GO:0006310	DNA recombination	DNA replication & repair	YGL249W	ZIP2
GO:0006310	DNA recombination	DNA replication & repair	Q0055	AI2
GO:0006310	DNA recombination	DNA replication & repair	YKR095W-A	PCC1
GO:0006310	DNA recombination	DNA replication & repair	YPR019W	MCM4
GO:0006310	DNA recombination	DNA replication & repair	YGR072W	UPF3
GO:0006310	DNA recombination	DNA replication & repair	YGR296W	YRF1-3
GO:0006310	DNA recombination	DNA replication & repair	YOR189W	IES4
GO:0006310	DNA recombination	DNA replication & repair	YDL002C	NHP10
GO:0006310	DNA recombination	DNA replication & repair	YOL034W	SMC5
GO:0006310	DNA recombination	DNA replication & repair	YMR106C	YKU80
GO:0006310	DNA recombination	DNA replication & repair	YHL024W	RIM4
GO:0006310	DNA recombination	DNA replication & repair	YMR190C	SGS1
GO:0006310	DNA recombination	DNA replication & repair	YLR383W	SMC6
GO:0006310	DNA recombination	DNA replication & repair	YAR007C	RFA1
GO:0006310	DNA recombination	DNA replication & repair	YLR247C	IRC20
GO:0006310	DNA recombination	DNA replication & repair	YOL104C	NDJ1
GO:0006310	DNA recombination	DNA replication & repair	YDR369C	XRS2
GO:0006310	DNA recombination	DNA replication & repair	YIR002C	MPH1
GO:0006310	DNA recombination	DNA replication & repair	YDR545W	YRF1-1
GO:0006310	DNA recombination	DNA replication & repair	YLR288C	MEC3
GO:0006310	DNA recombination	DNA replication & repair	YDR076W	RAD55
GO:0006310	DNA recombination	DNA replication & repair	YDR285W	ZIP1
GO:0006310	DNA recombination	DNA replication & repair	YDR075W	PPH3
GO:0006310	DNA recombination	DNA replication & repair	YDR138W	HPR1
GO:0006310	DNA recombination	DNA replication & repair	YJR043C	POL32
GO:0006310	DNA recombination	DNA replication & repair	YHL006C	SHU1
GO:0006310	DNA recombination	DNA replication & repair	YDL164C	CDC9
GO:0006310	DNA recombination	DNA replication & repair	YDR206W	EBS1
GO:0006310	DNA recombination	DNA replication & repair	YCR092C	MSH3
GO:0006310	DNA recombination	DNA replication & repair	YDR296W	MHR1
GO:0006310	DNA recombination	DNA replication & repair	YGL150C	INO80
GO:0006310	DNA recombination	DNA replication & repair	YPL283C	YRF1-7
GO:0006310	DNA recombination	DNA replication & repair	YGR262C	BUD32
GO:0006310	DNA recombination	DNA replication & repair	YKR038C	KAE1
GO:0006310	DNA recombination	DNA replication & repair	YDL042C	SIR2
GO:0006310	DNA recombination	DNA replication & repair	YJL184W	GON7
GO:0006310	DNA recombination	DNA replication & repair	YDL227C	HO
GO:0006310	DNA recombination	DNA replication & repair	YOL006C	TOP1
GO:0006310	DNA recombination	DNA replication & repair	YOR033C	EXO1
GO:0006310	DNA recombination	DNA replication & repair	YMR284W	YKU70
GO:0006310	DNA recombination	DNA replication & repair	YJL072C	PSF2
GO:0006310	DNA recombination	DNA replication & repair	YJL142C	IRC9
GO:0006310	DNA recombination	DNA replication & repair	YDL003W	MCD1
GO:0006310	DNA recombination	DNA replication & repair	YMR167W	MLH1
GO:0006310	DNA recombination	DNA replication & repair	YHR039C	MSC7
GO:0006310	DNA recombination	DNA replication & repair	YML061C	PIF1
GO:0006310	DNA recombination	DNA replication & repair	YBR136W	MEC1
GO:0006310	DNA recombination	DNA replication & repair	YDR446W	ECM11
GO:0006310	DNA recombination	DNA replication & repair	YJL092W	SRS2
GO:0006310	DNA recombination	DNA replication & repair	YGL183C	MND1
GO:0006310	DNA recombination	DNA replication & repair	YHR167W	THP2
GO:0006310	DNA recombination	DNA replication & repair	YBR160W	CDC28
GO:0006310	DNA recombination	DNA replication & repair	YGL213C	SKI8
GO:0006310	DNA recombination	DNA replication & repair	YJL074C	SMC3
GO:0006310	DNA recombination	DNA replication & repair	YDR180W	SCC2
GO:0006310	DNA recombination	DNA replication & repair	YLR135W	SLX4
GO:0006310	DNA recombination	DNA replication & repair	YNL139C	THO2
GO:0006310	DNA recombination	DNA replication & repair	YNL088W	TOP2
GO:0006310	DNA recombination	DNA replication & repair	YJR144W	MGM101
GO:0006310	DNA recombination	DNA replication & repair	YDL074C	BRE1
GO:0006310	DNA recombination	DNA replication & repair	YLR182W	SWI6
GO:0006310	DNA recombination	DNA replication & repair	YJL051W	IRC8
GO:0006310	DNA recombination	DNA replication & repair	YDR004W	RAD57
GO:0006310	DNA recombination	DNA replication & repair	YPL194W	DDC1
GO:0006310	DNA recombination	DNA replication & repair	YIL150C	MCM10
GO:0006310	DNA recombination	DNA replication & repair	YBR186W	PCH2
GO:0006310	DNA recombination	DNA replication & repair	YBR202W	MCM7
GO:0006310	DNA recombination	DNA replication & repair	YER171W	RAD3
GO:0006310	DNA recombination	DNA replication & repair	YDR013W	PSF1
GO:0006310	DNA recombination	DNA replication & repair	YJL208C	NUC1
GO:0006310	DNA recombination	DNA replication & repair	YNL312W	RFA2
GO:0006310	DNA recombination	DNA replication & repair	YJR021C	REC107
GO:0006310	DNA recombination	DNA replication & repair	YLL033W	IRC19
GO:0006310	DNA recombination	DNA replication & repair	YBR289W	SNF5
GO:0006310	DNA recombination	DNA replication & repair	YEL032W	MCM3
GO:0006310	DNA recombination	DNA replication & repair	YLR219W	MSC3
GO:0006310	DNA recombination	DNA replication & repair	YBR279W	PAF1
GO:0006310	DNA recombination	DNA replication & repair	YBR098W	MMS4
GO:0006310	DNA recombination	DNA replication & repair	YLR274W	MCM5
GO:0006310	DNA recombination	DNA replication & repair	YPR007C	REC8
GO:0006310	DNA recombination	DNA replication & repair	YBL023C	MCM2
GO:0006310	DNA recombination	DNA replication & repair	YMR133W	REC114
GO:0006310	DNA recombination	DNA replication & repair	YNL250W	RAD50
GO:0006310	DNA recombination	DNA replication & repair	YOL090W	MSH2
GO:0006310	DNA recombination	DNA replication & repair	YNL262W	POL2
GO:0006310	DNA recombination	DNA replication & repair	YPL164C	MLH3
GO:0006310	DNA recombination	DNA replication & repair	YOR013W	IRC11
GO:0006310	DNA recombination	DNA replication & repair	YDL017W	CDC7
GO:0006310	DNA recombination	DNA replication & repair	YMR001C	CDC5
GO:0006310	DNA recombination	DNA replication & repair	YHR077C	NMD2
GO:0006310	DNA recombination	DNA replication & repair	YLR320W	MMS22
GO:0006310	DNA recombination	DNA replication & repair	YML128C	MSC1
GO:0006310	DNA recombination	DNA replication & repair	YJL168C	SET2
GO:0006310	DNA recombination	DNA replication & repair	YDR489W	SLD5
GO:0006310	DNA recombination	DNA replication & repair	YIR025W	MND2
GO:0006310	DNA recombination	DNA replication & repair	YOR141C	ARP8
GO:0006310	DNA recombination	DNA replication & repair	Q0160	SCEI
GO:0006310	DNA recombination	DNA replication & repair	YGL175C	SAE2
GO:0006310	DNA recombination	DNA replication & repair	YDL059C	RAD59
GO:0006310	DNA recombination	DNA replication & repair	YLR035C	MLH2
GO:0006310	DNA recombination	DNA replication & repair	Q0065	AI4
GO:0006310	DNA recombination	DNA replication & repair	YML095C	RAD10
GO:0006310	DNA recombination	DNA replication & repair	YGL127C	SOH1
GO:0006310	DNA recombination	DNA replication & repair	YHR079C-A	SAE3
GO:0006310	DNA recombination	DNA replication & repair	Q0050	AI1
GO:0006310	DNA recombination	DNA replication & repair	YMR078C	CTF18
GO:0006310	DNA recombination	DNA replication & repair	YLR103C	CDC45
GO:0006310	DNA recombination	DNA replication & repair	YPL015C	HST2
GO:0006310	DNA recombination	DNA replication & repair	YER179W	DMC1
GO:0006310	DNA recombination	DNA replication & repair	YLR329W	REC102
GO:0006310	DNA recombination	DNA replication & repair	YNL210W	MER1
GO:0006310	DNA recombination	DNA replication & repair	YLR418C	CDC73
GO:0006310	DNA recombination	DNA replication & repair	YKL108W	SLD2
GO:0006310	DNA recombination	DNA replication & repair	YLR234W	TOP3
GO:0006310	DNA recombination	DNA replication & repair	YOR354C	MSC6
GO:0006310	DNA recombination	DNA replication & repair	YDR078C	SHU2
GO:0006310	DNA recombination	DNA replication & repair	YFL003C	MSH4
GO:0006310	DNA recombination	DNA replication & repair	YOL146W	PSF3
GO:0006310	DNA recombination	DNA replication & repair	YFR038W	IRC5
GO:0006310	DNA recombination	DNA replication & repair	YPR135W	CTF4
GO:0006310	DNA recombination	DNA replication & repair	YIL143C	SSL2
GO:0006310	DNA recombination	DNA replication & repair	YLR445W	GMC2
GO:0006310	DNA recombination	DNA replication & repair	YHR157W	REC104
GO:0006310	DNA recombination	DNA replication & repair	YDR110W	FOB1
GO:0006310	DNA recombination	DNA replication & repair	YML036W	CGI121
GO:0006310	DNA recombination	DNA replication & repair	YLR467W	YRF1-5
GO:0006310	DNA recombination	DNA replication & repair	YOR144C	ELG1
GO:0006310	DNA recombination	DNA replication & repair	YDR318W	MCM21
GO:0006310	DNA recombination	DNA replication & repair	R0010W	FLP1
GO:0006310	DNA recombination	DNA replication & repair	YPL127C	HHO1
GO:0006310	DNA recombination	DNA replication & repair	YPL200W	CSM4
GO:0006310	DNA recombination	DNA replication & repair	YPR038W	IRC16
GO:0006310	DNA recombination	DNA replication & repair	YJR046W	TAH11
GO:0006310	DNA recombination	DNA replication & repair	YPL121C	MEI5
GO:0006310	DNA recombination	DNA replication & repair	YPR164W	MMS1
GO:0006310	DNA recombination	DNA replication & repair	YPL022W	RAD1
GO:0006310	DNA recombination	DNA replication & repair	YOR135C	IRC14
GO:0006310	DNA recombination	DNA replication & repair	YLR466W	YRF1-4
GO:0006310	DNA recombination	DNA replication & repair	YDR540C	IRC4
GO:0006310	DNA recombination	DNA replication & repair	YKL113C	RAD27
GO:0006310	DNA recombination	DNA replication & repair	YDR440W	DOT1
GO:0006310	DNA recombination	DNA replication & repair	YGL163C	RAD54
GO:0006310	DNA recombination	DNA replication & repair	YLR376C	PSY3
GO:0006310	DNA recombination	DNA replication & repair	YMR224C	MRE11
GO:0006310	DNA recombination	DNA replication & repair	YER190W	YRF1-2
GO:0006310	DNA recombination	DNA replication & repair	YPL017C	IRC15
GO:0006310	DNA recombination	DNA replication & repair	YNL330C	RPD3
GO:0006310	DNA recombination	DNA replication & repair	YDL154W	MSH5
GO:0006310	DNA recombination	DNA replication & repair	YIL132C	CSM2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGR116W	SPT6
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YER164W	CHD1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YPL082C	MOT1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YML015C	TAF11
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YPR052C	NHP6A
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDR174W	HMO1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDL005C	MED2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR112C	MED11
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YHR058C	MED6
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YIL143C	SSL2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YML043C	RRN11
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YNL039W	BDP1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YJL025W	RRN7
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL207W	SPT16
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL025C	PGD1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGR005C	TFG2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YEL009C	GCN4
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDR145W	TAF12
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YOR194C	TOA1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YNL118C	DCP2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YKL144C	RPC25
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YPR086W	SUA7
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YBL093C	ROX3
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YBR089C-A	NHP6B
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YKL028W	TFA1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YML098W	TAF13
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL066W	SGF73
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR172W	HOT1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL173C	XRN1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDR404C	RPB7
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR005W	TAF4
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YML069W	POB3
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YJL140W	RPB4
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YKL058W	TOA2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR236W	TAF9
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YER022W	SRB4
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YKL125W	RRN3
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL048C	RPT6
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YKL145W	RPT1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YBR245C	ISW1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YPL129W	TAF14
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDR397C	NCB2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YJL011C	RPC17
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR228W	MTF1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL043W	DST1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YNL222W	SSU72
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YJR017C	ESS1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YBL014C	RRN6
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YBR198C	TAF5
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YCR042C	TAF2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YOR259C	RPT4
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR039C	SUB1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YMR227C	TAF7
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDR167W	TAF10
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YOL051W	GAL11
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YML114C	TAF8
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGR186W	TFG1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YBR049C	REB1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YOL145C	CTR9
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YDR394W	RPT3
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGR246C	BRF1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YER159C	BUR6
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YER148W	SPT15
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YNL151C	RPC31
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGR274C	TAF1
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YPL011C	TAF3
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YHR041C	SRB2
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL112C	TAF6
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGR104C	SRB5
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YGL070C	RPB9
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YNL236W	SIN4
GO:0006352	DNA-templated transcription, initiation	Transcription & chromatin organization	YOR117W	RPT5
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YAL043C	PTA1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR151C	RPB2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YIL056W	VHR1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YFL049W	SWP82
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YKL112W	ABF1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPR187W	RPO26
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR239C	RNT1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YML007W	YAP1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YKL185W	ASH1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPR056W	TFB4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGR104C	SRB5
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YML127W	RSC9
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YLR277C	YSH1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YNL330C	RPD3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	PWR1	PWR1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YHL009C	YAP3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YIL143C	SSL2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YER161C	SPT2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR033W	ARP9
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL248C	GAL4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBL093C	ROX3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YCR084C	TUP1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR259C	RPT4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBR289W	SNF5
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBR160W	CDC28
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGL112C	TAF6
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YIL122W	POG1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR174W	MED4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR230W	WTM1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YNL167C	SKO1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YKL110C	KTI12
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR290C	SNF2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YLR055C	SPT8
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR174W	HMO1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGR044C	RME1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOL089C	HAL9
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR182C	RGM1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YLR417W	VPS36
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBL008W	HIR1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YJL110C	GZF3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR164C	MSS11
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR224C	HTB1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR042W	ARG80
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL011C	TAF3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YML015C	TAF11
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YML114C	TAF8
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YHL027W	RIM101
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBL103C	RTG3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR432W	NPL3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR073W	SNF11
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR213W	UPC2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR070W	MOT3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR394W	RPT3
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR312W	ELP6
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YJL140W	RPB4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YJL184W	GON7
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPR034W	ARP7
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL228W	CET1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR207C	UME6
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBR050C	REG2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR162C	YRR1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR253C	MET32
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR225W	HTA1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPR025C	CCL1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPR104C	FHL1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGL209W	MIG2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YNL314W	DAL82
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL139C	UME1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR039C	SUB1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGL048C	RPT6
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YKR099W	BAS1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGR275W	RTT102
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL002C	SNF8
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YJR094C	IME1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YML062C	MFT1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL177C	CUP9
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YKL028W	TFA1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBR089C-A	NHP6B
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YJL081C	ARP4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YER162C	RAD4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YNL216W	RAP1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YER068W	MOT2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YHL020C	OPI1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YEL009C	GCN4
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR195W	REF2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR311W	TFB1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR308C	SRB7
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL205C	
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR244W	ESA1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBL054W	TOD6
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YBR066C	NRG2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YGR156W	PTI1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOL012C	HTZ1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR451C	YHP1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPR030W	CSR2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOL135C	MED7
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YKL116C	PRR1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YDR173C	ARG82
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YPL202C	AFT2
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YMR043W	MCM1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YOR048C	RAT1
GO:0006366	transcription from RNA polymerase II promoter	Transcription & chromatin organization	YNL206C	RTT106
