Enriched.GO.IDs	Enriched.GO.names	Network.Region.name	ORF.ID	Gene.ID
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJL190C	RPS22A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHL033C	RPL8A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR101C	FES1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOL040C	RPS15
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR325C	RPL38
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR079C	RPG1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJL189W	RPL39
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YCR031C	RPS14A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR262C-A	TMA7
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR096W	RPS7A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YFL034C-A	RPL22B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	tS(UGA)I	SUP17
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL096C	RPS7B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YML063W	RPS1B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YML026C	RPS18B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	tS(UGA)E	SUP19
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YIL018W	RPL2B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YER117W	RPL23B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR064W	RPS13
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN5-6	RDN5-6
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR029C	RPL15A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR167C	RPS28A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR085C	RPL11B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL133C-A	RPL41B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR152W	GIR2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHR203C	RPS4B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN5-2	RDN5-2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR027C	RPS25A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL131W	RPL5
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YER017C	AFG3
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR312C	RPL20B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YIL137C	TMA108
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHR141C	RPL42B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR429C	TIF35
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YKL056C	TMA19
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL209W	SSB2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR447C	RPS17B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL103W	RPL28
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL069C	RPL16B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR214W	RPS0A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR194W	RPL36A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR450W	RPS18A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOL120C	RPL18A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR367W	RPS22B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPR041W	TIF5
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YER074W	RPS24A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YCL037C	SRO9
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR167W	RPS31
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YML091C	RPM2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL135W	RPL1B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YML024W	RPS17A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHR021C	RPS27B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR173W	RBG2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJL177W	RPL17B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOL127W	RPL25
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR261C	TAE1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPR043W	RPL43A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR063W	RPL3
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL067W	RPL9B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YIL148W	RPL40A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR181C	RPS6B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL076C	RPL7A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YAL036C	RBG1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHL015W	RPS20
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YIL069C	RPS24B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPR163C	TIF3
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YAL005C	SSA1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN5-4	RDN5-4
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL031C	RPL24A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR191W	RPL21A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR025W	RPS11A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR061C	TRM7
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR012W	CLU1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHR168W	MTG2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR031W	RPL4A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPR102C	RPL11A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR148C	RPL24B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YER131W	RPS26B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR388W	RPS29A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR328C	SKP1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL301C	RPL18B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR182C	RPS30B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN18-2	RDN18-2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL061C	RPS29B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN5-1	RDN5-1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YKL156W	RPS27A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR121C	RPL15B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR340W	RPP0
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN5-3	RDN5-3
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR048W	RPS0B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL229W	SSB1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJL136C	RPS21B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL083C	RPS16B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBL087C	RPL23A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL249C-A	RPL36B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN58-2	RDN58-2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN5-5	RDN5-5
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL030W	RPL30
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL075W	RPL31A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBL027W	RPL19B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL191W	RPL35A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR048W	RPS11B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL079W	RPL21B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL136W	RPL35B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR361C	PRT1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR234C	RPL33B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR146C	TIF34
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL130W	RPP1B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR448W	RPL6B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR212C	TUB4
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL302C	RPS19B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YER056C-A	RPL34A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YAL035W	FUN12
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOL039W	RPP2A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHR064C	SSZ1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL081C	RPP1A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YEL034W	HYP2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YFR032C-A	RPL29
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR075W	RPL10
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOL121C	RPS19A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR012W	RPL4B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR406C	RPL31B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR471W	RPL27B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR271W	SLH1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL162W	RPL42A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YIL133C	RPL16A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YKR057W	RPS21A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR260C	TIF11
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR287C-A	RPS30A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL044C	MTF2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR142C	RPL13B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL220W	RPL1A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR344W	RPL26A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOL045W	PSK2
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR192C	HCR1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL198W	RPL7B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL184C	RPL41A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL090C	RPS6A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR293W	RPS10A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBR084C-A	RPL19A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR264W	RPS28B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN18-1	RDN18-1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL081W	RPS9A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR333C	RPS25B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YKR094C	RPL40B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR061W	RPL22A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJR094W-A	RPL43B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YKL006W	RPL14A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDL082W	RPL13A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR500C	RPL37B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLL045C	RPL8B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL147C	RPL9A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YIL052C	RPL34B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YEL054C	RPL12A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBL072C	RPS8A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHL001W	RPL14B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR441C	RPS1A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	tS(UGA)P	SUP16
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGR034W	RPL26B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YLR185W	RPL37A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YML073C	RPL6A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR382W	RPP2B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YGL189C	RPS26A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YKL180W	RPL17A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YER102W	RPS8B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YBL092W	RPL32
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR143W	RPS16A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJL191W	RPS14B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR230W	RPS10B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJR145C	RPS4A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YJR123W	RPS5
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YNL178W	RPS3
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YDR418W	RPL12B
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR091W	TMA46
GO:0002181	cytoplasmic translation	Ribosome biogenesis	RDN58-1	RDN58-1
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YOR369C	RPS12
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YHR010W	RPL27A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YPL143W	RPL33A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YMR242C	RPL20A
GO:0002181	cytoplasmic translation	Ribosome biogenesis	YFR031C-A	RPL2A
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOR290C	SNF2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YKL152C	GPM1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL155C	GUT2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR050C	TPI1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR299W	MAL32
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL155C	FBP26
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOR120W	GCY1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOL157C	IMA2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YKR097W	PCK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLR134W	PDC5
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL050W	PCL7
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YER062C	GPP2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YNL216W	RAP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR240C	PFK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL099W	SGA1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YML070W	DAK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLL026W	HSP104
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR099W	BMH2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR194C	XKS1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOL086C	ADH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPR160W	GPH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL045W	PIG2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJR030C	RBH2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YFR017C	IGD1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YML100W	TSL1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL053W	GPP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBL058W	SHP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR196C	PGI1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YNL027W	CRZ1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR032W	GSC2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YHR100C	GEP4
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOL045W	PSK2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YER065C	ICL1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR368W	YPR1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR255C	RMD5
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPL180W	TCO89
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YCR012W	PGK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPL016W	SWI1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPL075W	GCR1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL162W	SUC2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR074W	TPS2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPR026W	ATH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR058C	UBP14
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR289C	MAL11
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR229C	ROT2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YFR053C	HXK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YMR164C	MSS11
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YML028W	TSA1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGL115W	SNF4
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL216C	IMA5
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJR075W	HOC1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLR377C	FBP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDL236W	PHO13
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YKL048C	ELM1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDL189W	RBS1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YHR142W	CHS7
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YFR003C	YPI1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR511W	SDH7
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLR273C	PIG1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YCR036W	RBK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YNL199C	GCR2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YIL017C	VID28
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLR330W	CHS5
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLR070C	XYL2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR023C	CHS3
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL089W	SIP4
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YMR237W	BCH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR017C	KCS1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR020W	GAL1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YKL060C	FBA1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOL136C	PFK27
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOL032W	OPI10
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YEL011W	GLC3
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YAL013W	DEP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL176C	SWI3
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL221C	IMA4
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YFL053W	DAK2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDL049C	KNH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YHL025W	SNF6
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YFR042W	KEG1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YMR280C	CAT8
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YCL040W	GLK1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YKL035W	UGP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPL201C	YIG1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YEL040W	UTR2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR081C	PDC2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR297W	MAL33
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR218C	PYC2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL174W	KRE9
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR143W	SKN1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YML051W	GAL80
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJR096W	
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YMR311C	GLC8
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPL133C	RDS2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YPR184W	GDB1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YHR104W	GRE3
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGL156W	AMS1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YMR105C	PGM2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL153C	INO1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YER133W	GLC7
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOL126C	MDH2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL034W	KAR2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGL253W	HXK2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDR028C	REG1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YFR015C	GSY1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YER059W	PCL6
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGL227W	VID30
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR289W	SNF5
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YLR258W	GSY2
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR192C	TDH3
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YBR149W	ARA1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YHR047C	AAP1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGL134W	PCL10
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YJL052W	TDH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YHR044C	DOG1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YGR189C	CRH1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOR178C	GAC1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YDL240W	LRG1
GO:0005975	carbohydrate metabolic process	Glycosylation, protein folding/targeting, cell wall biosynthesis	YOR336W	KRE5
